conm,gvkey,tic
DIAMOND FOODS INC,163627,DMND
ADAMS RESPIRATORY THERAPTCS,163628,ARXT
NEUSTAR INC,163629,NSR
VANGUARD FTSE PACIFIC ETF,163631,VPL
VANGUARD FTSE EMRG MKTS ETF,163632,VWO
FEDFIRST FINANCIAL CORP,163633,FFCO
PROSPERA ENERGY INC,163640,GXRFF
ZONGSHEN PEM POWER SYSTEMS,163642,ZNGSF
GLOBAL ENERGY HOLDINGS GRP,163644,GLNHQ
OTTAWA BANCORP INC,163667,OTTW
LINCOLN EDUCATIONAL SERVICES,163668,LINC
ITC HOLDINGS CORP,163669,ITC1
HEMOSENSE INC,163672,HEM
HERITAGE FINANCIAL GP INC,163673,HBOS
EVERI HOLDINGS INC,163678,EVRI
ADVANCED ANALOGIC TECH,163679,AATI
CIFC LLC,163680,CIFC
UNITED FINANCIAL BANCRP -OLD,163681,7131B
EAGLE BULK SHIPPING INC,163685,EGLE
HIGHPINE OIL & GAS LTD,163690,HPX.Z
STONE TOTAL RETURN UNIT TR,163691,SG.U
STUDENT TRANSPORTATION INC,163692,STB
PARAMOUNT RESOURCES (TEC),163697,TETZF
HMZ METALS INC,163707,HMZMF
ACCELEWARE LTD,163708,ACWRF
PINE CLIFF ENERGY LTD,163712,PIFYF
CIRRUS ENERGY CORP,163714,CYR.
CHARIOT RESOURCES LTD,163718,CHD.Z
PROPEX INC,163719,1118B
EV3 INC,163720,EVVV
CRYOCOR INC,163721,CRYO.
SECUNDA INTL LTD,163722,MDR2
INVESCO BLDRS DEVELOPED MARK,163731,ADRD
INVESCO BLDRS EMERGING MRKT,163732,ADRE
INVESCO BLDRS EUROPE SELECT,163733,ADRU
ORGANIMAX NUTRIENT CORP,163743,BNRJF
TALON METALS CORP,163746,TLOFF
COOPER-STANDARD HOLDINGS INC,163765,CPS
GTT COMMUNICATIONS INC,163768,GTT
CHINA TECHFAITH WIRELESS-ADR,163769,CNTF
REFCO INC,163770,RFXCQ
KENEXA CORP,163771,KNXA
SPANSION INC,163772,CODE
EATON VANCE TX-MGD BUY-WRITE,163773,ETB
EVOLVING GOLD CORP,163774,EVOGF
WORLDSPACE INC,163781,WRSPQ
CANADIAN LIFE COS SPLIT CORP,163786,LFE.
MARLIN GOLD MINING LTD,163787,MLNZF
NEXTSOURCE MATERIALS INC,163797,NSRCF
SUROCO ENERGY INC,163799,SROYF.
SENTRY SELECT MBS ADJ RTE II,163800,MGS.Z
NOVIK INC,163802,NVKIF
MADACY ENTERTAINMENT INCM FD,163804,MEG.Z
NET ELEMENT INC,163806,NETE
CLOUGH GLOBAL EQUITY FUND,163807,GLQ
RMR PREFERRED DIVIDEND FUND,163808,RDR
UNIVERSAL TRAVEL GROUP,163819,UTRA
ZION OIL & GAS INC,163822,ZN
FIRST ASSET EQUAL WHT SM CAP,163832,FAS.U
NAPEC INC,163840,CVTPF
NUVEEN DOW 30SM DYN OVRWRITE,163844,DIAX
FIDUCIARY/CLAYMORE DYNMC EQ,163845,HCE
MADISON STRAT SECTOR PREM FD,163846,MSP
ALLIANZGI INTL & PREM STRAT,163847,NAI
BLACKROCK ENHNCD EQTY YLD FD,163848,EEF
MARCH NETWORKS CORP,163852,MNTWF
CV HOLDINGS INC,163863,CVHL
CORDERO ENERGY INC,163864,COR.Z
STONEGATE BANK/FL,163867,SGBK
VANCORD CAPITAL INC,163870,VNCI
MIRASOL RESOURCES LTD,163871,MRZLF
NATL WATERWORKS HLDGS-REDH,163876,NWW
PIKE CORP,163877,PIKE
CAPELLA EDUCATION CO,163878,CPLA
MAIDENFORM BRANDS INC,163879,MFB
DEEP ROCK OIL & GAS INC,163880,DPRK
FRANKLIN STREET PROPERTIES,163884,FSP
ORCHIDS PAPER PRODUCTS,163887,TISUQ
COLEY PHARMACEUTICAL GROUP,163888,COLY
ATRICURE INC,163889,ATRC
PAETEC CORP -REDH,163890,PAET.1
RUTHS HOSPITALITY GROUP INC,163891,RUTH
BABYUNIVERSE INC-OLD,163892,POSH
MWI VETERINARY SUPPLY,163893,MWIV
PRESTWICK PHARMACEUTCL-REDH,163894,PWCK
INVESCO S&P 500 TOP 50 ETF,163899,XLG
EXALTA ENERGY INC,163901,EXA.Z
CARFINCO FINANCIAL GROUP INC,163904,CFIOF
INNOVATIVE CARD TECHNOLOGIES,163911,INVC
WEB.COM GROUP INC,163916,WEB
FRONT STREET LONG/SHT INC FD,163918,FLS.Z
ADVANCED LIFE SCIENCE HLDGS,163919,ADLS
WESTERN ALLIANCE BANCORP,163920,WAL
WILLIAMS PARTNERS LP,163921,WPZ
AVALON PHARMA INC,163922,AVRX
QUINTANA MARITIME LTD,163923,QMAR
JAMES RIVER GROUP HLDGS LTD,163924,JRVR
COLONIAL FINANCIAL SVCS INC,163926,COBK
HITTITE MICROWAVE CORP,163927,HITT
ANNAS LINEN CO-REDH,163928,ANNA
SUPERIOR WELL SERVICES INC,163929,SWSI.2
GENCO SHIPPING & TRADING,163930,GNK
REXAHN PHARMACEUTICALS INC,163931,REXN
TRX INC,163933,TRXI
GLOBAL PARTNERS LP,163935,GLP
REPUBLIC COMPANIES GROUP,163936,RUTX
ODESIA GROUP INC,163937,ODS.H
XS CARGO INCOME FUND,163938,XSC.UN
ALON USA ENERGY INC,163939,ALJ
WEBMD HEALTH CORP -OLD,163941,WBMD.1
BELVEDERE TRUST MTG CO-REDH,163943,BVT.1
TECHNOLOGY SPECTRUM INC-REDH,163945,TSPE
CF INDUSTRIES HOLDINGS INC,163946,CF
NEWLEAD HOLDINGS LTD,163947,NEWLF
DRESSER-RAND GROUP INC,163948,DRC
SAHARA ENERGY LTD,163949,SAHRF
BLACKSANDS PETROLEUM INC,163951,BSPE
SCITI ROCS TRUST,163954,SCI.UN
COLUMBIA PROPERTY TRUST INC,163963,CXP
CYTOSORBENTS CORP,163965,CTSO
ALTUS GROUP LTD,163968,ASGTF
NORTHERN PERU COPPER CORP,163970,NOC.Z
HOKU CORP,163975,HOKUQ
WILLIAMS SCOTSMAN INTL,163976,WLSC
VOLCOM INC,163977,VLCM
PEPPERBALL TECHNOLOGIES INC,163978,PBAL
SKINMEDICA INC -REDH,163979,SKMD
BERKLINE/BENCHCRAFT HLD-REDH,163980,BLBC
TREEHOUSE FOODS INC,163983,THS
NEWPAGE CORP,163984,2121A
COTINGA PHARMACEUTICALS INC,163985,COTQF
CBEYOND INC,163987,CBEY
GOLF GALAXY INC,163988,GGXY
GENTIUM SPA  -ADR,163991,GENTY
CBOT HOLDINGS INC,163993,BOT.2
RELIANT PHARMA INC -REDH,164001,RRX.2
ESCHELON TELECOM INC,164002,ESCH
NITRO PETROLEUM INC,164004,NTRO
TORTOISE ENERGY CAPITAL CORP,164006,TYY
NUVEEN EQUITY PREMIUM ADV FD,164009,JLA
FIRST TRUST MORTGAGE INCM FD,164010,FMY
BLACKROCK ENHANCED GL DVD TR,164011,BOE
PIMCO GLBL STOCKSPLUS & INCM,164012,PGP
WELICHEM BIOTECH INC,164024,WBI.
ZOOMMED INC,164025,ZMMDF
PEERLESS ENERGY INC,164040,PRY.A
GRAN TIERRA ENERGY INC,164046,GTE
FIRST FEDERAL BANC SOUTHWEST,164048,FFSW
SUNRISE BROADBAND GROUP INC,164055,SBBD
EDDIE BAUER HOLDINGS INC,164058,EBHIQ
CRITERION D J AIG COMTY IDXF,164063,CDJ.U
LARA EXPLORATION LTD,164065,LRAXF
E D SMITH INCOME FUND,164070,JAM.U
BRONCO DRILLING CO,164075,BRNC
FAIRQUEST ENERGY LTD,164080,FQE.
SOLEX RESOURCES CORP,164085,SOX.2
CIMPRESS NV,164086,CMPR
CARGOJET INC,164094,CGJTF
GSC CAPITAL CORP-REDH,164097,GCR
API TECHNOLOGIES CORP,164099,ATNY
KUHLMAN CO INC,164103,KUHM
LINN ENERGY INC,164109,LNGG
OMEGA FLEX INC,164116,OFLX
ADJUSTABLE RATE MBS TRUST,164118,ADJ.Z
EACCELERATION CORP,164123,0837B
DIVIDEND 15 SPLIT CORP,164125,DVSPF
CHINA AGRITECH INC,164126,CAGC
RETAIL PPTYS OF AMERICA INC,164132,RPAI
ORMET CORP,164135,ORMTQ
SMALL CAP PREM & DIV INCM FD,164143,RCC
GLADSTONE INVESTMENT CORP/DE,164155,GAIN
INVESCO DYNAMIC SEMICNDC ETF,164156,PSI
INVESCO DYNAMIC SOFTWARE ETF,164158,PSJ
INVESCO DYNAMC FOOD & BV ETF,164159,PBJ
INVESCO DYNAMC LER & ENT ETF,164161,PEJ
INVESCO DYNAMIC MEDIA ETF,164162,PBS
INVESCO DYNAMIC NETWRKNG ETF,164163,PXQ
INVESCO DYNAMIC PHARMACL ETF,164164,PJP
INVESCO DYNMC BIOT & GEN ETF,164165,PBE
AIMIA INC,164169,GAPFF
COLABOR GROUP INC,164182,COLFF
LAZARD WORLD DIV & INC FUND,164189,LOR
AIR CANADA,164190,AIDEF
KAYNE ANDERSON ENGY TTL RTN,164192,KYE
BLACKROCK ENHCD EQ YLD & PRM,164196,ECV.1
EATON VANCE TX MNGD OPPTY FD,164197,ETV
ASCALADE COMMUNICATIONS INC,164198,ASCLF
FIRST NATL ALARMCAP INCM FD,164200,FNLZF
SILICON MOTION TECH -ADR,164211,SIMO
CRC HEALTH CORP,164247,0813B
JAMBA INC,164255,JMBA
GLOBALOPTIONS GROUP INC-OLD,164258,3GLOI.
SOUTHERN ARC MINERALS INC,164262,SOACF
AMERICAN COMMUNITY NEWSPAPER,164264,ACNI
MEDIVATION INC,164266,MDVN
BIONOVO INC,164270,BNVIQ
AMC ENTERTAINMENT INC,164271,0071A
LIBERATOR MEDICAL HLDGS INC,164275,LBMH
LEATT CORP,164276,LEAT
COLT DEFENSE INC -REDH,164282,CLT
FOCUS MEDIA HOLDING LTD,164283,FMCN
CHANTICLEER HOLDINGS INC,164284,BURG
KONA GRILL INC,164290,KONAQ
STRATA SKIN SCIENCES INC,164293,SSKN
WHITEROCK REAL ESTATE INV TR,164294,WRKUF
DISCOVERY INC,164296,DISCA
PIZZA PIZZA ROYALTY CORP,164300,PZRIF
SHORELINE ENERGY CORP,164313,SHGCF
SAXON FINANCIAL INC,164316,SFI.Z
SECURITY CALIFORNIA BANCORP,164320,SCAF
ALBERTA CLIPPER ENERGY INC,164332,ACN.Z
EMBER RESOURCES INC,164333,EBR.
STERLING SHOES INC,164335,SSI.1
KAB DISTRIBUTION INC,164340,KABDF
KINGSWAY LINKED RETRN CAP TR,164341,KSP.UN
CHINA-BIOTICS INC,164342,CHBT
EMPIRE INDUSTRIES LTD,164351,ERILF
BROMPTON TRACKER FUND,164353,BTF.Z
CONNOR CLARK & LUNN REAL RTN,164354,RRB.UN
CORE INCOMEPLUS FUND,164355,COZ.Z
CAPITAL MARITIME&TRADNG-REDH,164362,CPM
TRONOX LTD,164363,TROX
INVESTORS BANCORP INC,164364,ISBC
WATERSTONE FINANCIAL INC,164365,WSBF
CANADIAN BANC CORP,164366,CNDCF
FIRST SECURITY GROUP INC,164368,FSGI
VOCUS INC,164369,VOCS
DIVERSIYIELD INCOME FUND,164371,DYI.Z
SENTRY SELECT COMMODITIES TR,164374,SSJ.U
CONFORCE INTERNATIONAL INC,164376,CFRI
WORLDWIDE BIOTECH & PHARMA,164384,WWBP
HIGH ARCTIC ENERGY SERVICES,164391,HGHAF
DELTA URANIUM INC,164399,DLTUF
CHINA HOUSING & LAND DEV INC,164404,CHLN
CHINA INTEGRATED ENERGY INC,164407,CBEH
BOULDER BRANDS INC,164408,BDBD
VIRTUALSCOPICS INC,164411,VSCP
FIRST TRUST STRATEGIC HIGH,164415,FHI
IROBOT CORP,164416,IRBT
SUNAMERICA FOCUSD ALPHA GWTH,164420,FGF
DEALERTRACK TECHNOLOGIES INC,164422,TRAK
NCI INC,164432,NCIT
CHAPARRAL STEEL CO,164433,CHAP.1
CYNAPSUS THERAPEUTICS INC,164443,CYNA
PATRIOT CAPITAL FUNDING INC,164444,PCAP
RESTAURANT BRANDS INTL INC,164471,QSR
SPIRIT AEROSYSTEMS HOLDINGS,164494,SPR
ACCO BRANDS CORP,164506,ACCO
PHARMATHENE INC,164510,PIP
ADVAXIS INC,164511,ADXS
INTL FINANCIAL INC & GROW TR,164513,FIT.U
CRESTSTREET POWER & INCOME,164515,CRS.Z
BAIDU INC,164532,BIDU
K&F INDUSTRIES HOLDINGS INC,164533,KFI.1
SEASPAN CORP,164534,SSW
SCIENTIFIC ENERGY INC,164538,SCGY
JMG EXPLORATION INC -OLD,164541,JMGE.1
COMPLETE PRODUCTION SERVICES,164543,CPX
NEXITY FINANCIAL CORP,164555,NXTYQ
NEWKIRK REALTY TRUST INC,164556,NKT
RBC BEARINGS INC,164557,ROLL
CHINA MEDICAL TECHNOLGS -ADR,164558,CMEDQ
CLEARSTREAM ENERGY SERVICES,164563,NWPIF
GOLDEN ENERGY MARINE CP-REDH,164565,SHIP.
WELTON ENERGY CORP,164570,WLT.Z
EMERGENCY MEDICAL SVCS CORP,164571,EMS
AMERISAFE INC,164572,AMSF
RENEWABLE CORP,164576,RNWB
PREDIX PHARM HLDS INC -REDH,164579,PRDX
COLD SPRING CAPITAL INC,164581,CDS.3
EFUTURE HOLDING INC,164582,EFUT
TAL INTERNATIONAL GROUP INC,164585,TAL.2
HARBOR ACQUISITION CORP,164592,HAC
PDX RESOURCES INC,164598,PLG.Z
IDM PHARMA INC,164605,IDMI
TOWN SPORTS INTL HOLDINGS,164606,CLUB
HERCULES OFFSHORE INC,164607,HEROQ
CONFLUENCE ACQ PRTNRS I-REDH,164608,0870B
GENOMIC HEALTH INC,164609,GHDX
PET DRX CORP,164610,VETS.2
CARIBOU COFFEE CO,164611,CBOU
NXSTAGE MEDICAL INC,164612,NXTM
STATE NATIONAL BANCSHARS INC,164613,SNBI
LNR CAPITAL CORP -REDH,164614,LNR
MATHSTAR INC-OLD,164615,MATH.1
HARRY & DAVID HOLDINGS INC,164616,HARR
POKERTEK INC,164624,PTEK
ISHARES CANADIAN FNCL ML INM,164626,FIE.
BELL COPPER CORP,164630,BCUFF
HOME BANCSHARES INC,164633,HOMB
GULF UNITED ENERGY INC,164634,GLFE
VANGUARD REAL ESTATE ETF,164640,VNQ
CANEXUS CORP,164641,CXUSF
INVESCO ZACKS MICRO CAP ETF,164645,PZI
PEOPLES BANCORP INC/MD,164647,PEBC
NEW ORIENTAL ENERGY & CHEM,164648,NOEC
BROOKDALE SENIOR LIVING INC,164652,BKD
SC HOLDINGS CORP,164656,SCNG
CLEAR CHANNEL OUTDOOR HLDGS,164660,CCO
PENSON WORLDWIDE INC,164661,PNSNQ
COGDELL SPENCER INC,164663,CSA.3
CYNOSURE INC,164664,CYNO
CNX GAS CORP,164665,CXG
GLOBAL SECURE CORP -REDH,164666,GSEC
ENTERPRISE GP HOLDINGS LP,164668,EPE.1
ALSIUS CORP,164679,ALUS
KAPSTONE PAPER & PACKAGING,164680,KS
BLACKROCK ENHNCD EQTY DIV TR,164684,BDJ
MACQUARIE GLBL INFRA TTL RTN,164688,MGU
GUGGENHEIM ENHANCED EQY INCM,164689,GPM
CANDAX ENERGY INC,164694,CXEYF
CHINA KANGTAI CACTUS BIOTECH,164700,CKGT
HOLLYSYS AUTOMATION TECH LTD,164702,HOLI
A-POWER ENERGY GENERATN SYS,164703,APWR
SECURE AMERICA ACQ CORP,164704,HLD
AMERIPRISE FINANCIAL INC,164708,AMP
CYTODYN INC,164720,CYDY
MAHALO ENERGY LTD,164733,MHLQF
FAIRWEST ENERGY CORP,164740,FECFF
PARTNERS REAL ESTATE INVS TR,164742,PTSRF
COUNTERPATH CORP,164746,CPAH
ANDERSON ENERGY INC,164749,AXLFF.1
CROCS INC,164755,CROX
BOARDWALK PIPELINE PRTNRS-LP,164756,BWP
DEI HOLDINGS INC,164758,DEIX
PASSAVE INC -REDH,164759,PSVE
SUNPOWER CORP,165051,SPWR
UNDER ARMOUR INC,165052,UAA
DOVER SADDLERY INC,165053,DOVR
HNZ GROUP INC,165060,HNZGF
STEALTHGAS INC,165075,GASS
IDT SPECTRUM INC -REDH,165076,GIGZ
TRAFFIC.COM INC,165077,TRFC
STROUD ENERGY INC -REDH,165095,STRO.1
EQUITY MEDIA HOLDINGS CORP,165101,EMDAQ
NEXIA HEALTH TECHNOLOGIES,165121,NIGTF
LEIDOS HOLDINGS INC,165123,LDOS
SYNUTRA INTERNATIONAL INC,165124,SYUT
SOLTORO LTD,165134,SLTOF
INVESCO INTL DIV ACHIEVR ETF,165136,PID
POWERSHARES HIGH GRW RT DIV,165137,PHJ
INVESCO DIVIDEND ACHIVRS ETF,165138,PFM
HANNAN METALS,165141,HANNF
BERLINER COMMUNICATIONS-OLD,165146,BERL.1
DUOYUAN PRINTING INC,165147,DYNP
ASSET CAPITAL CORP INC -REDH,165163,ACCI
AFFINION GROUP INC,165164,0167A
LEXINGTON STRATEGIC AST-REDH,165166,LEXS
WONDER AUTO TECHNOLOGY INC,165177,WATG
SYNERGETICS USA INC,165179,SURG.2
BONNETTS ENERGY CORP,165204,BT.
CORENERGY INFRASTRUCTURE TR,165209,CORR
GBS GOLD INTERNATIONAL INC,165214,GBSF
ZIOPHARM ONCOLOGY INC,165215,ZIOP
NTK HOLDINGS INC,165224,0130A
EATON VANCE TX-MGD GLBL B-W,165225,ETW
ENHANCED S&P500 COVERED CALL,165226,BEO
MAGNUM ENERGY INC,165230,MGNEF
VANGUARD UTILITIES ETF,165233,VPU
VANGUARD ENERGY ETF,165234,VDE
VANGUARD INDUSTRIALS ETF,165235,VIS
VANGUARD COMMUNICATION SERVI,165236,VOX
VANGUARD FTSE EUROPE ETF,165237,VGK
VANGUARD CONSUMER STAPLS ETF,165238,VDC
VANGUARD FINANCIALS ETF,165239,VFH
VANGUARD HEALTH CARE ETF,165240,VHT
VANGUARD INFORMTION TECH ETF,165241,VGT
VANGUARD MATERIALS ETF,165242,VAW
TALEO CORP,165244,TLEO
BRAND ENERGY & INFRSTR -REDH,165247,1234B
CCS MEDICAL HOLDINGS-REDH,165252,CCSM
FIRST TR DJS MICROCAP INDEX,165255,FDM
MORNEAU SHEPELL INC,165256,MSIXF
A-MAX TECHNOLOGY -ADR -REDH,165261,AMAX
DHT HOLDINGS INC,165262,DHT
FIDELITY NATL FINL FNF GROUP,165264,FNF
PROMIS NEUROSCIENCES INC,165266,ARFXF
BRADMER PHARMACEUTICALS INC,165267,BRPHF.1
SOLAR ENERTECH CORP,165269,SOEN
TRANZEO WIRELESS TECH INC,165270,TZWLF
ALPHA INNOTECH CORP,165281,3APNO
KEYREIT,165283,SOREF
FIRST BUSINESS FINL SRV INC,165284,FBIZ
UMF GROUP INC,165291,UMFG
CANWEST MEDIAWORKS INCOME FD,165334,CWM.U
SOUNDVEST EQUITY FUND,165341,BSE.UN
ENERGY INCOME FUND,165344,SPGUF
ROCKGATE CAPITAL CORP,165355,RCKGF
AMERICAN RAILCAR INDS INC,165358,ARII
VOYAGER PHARMACEUTICAL -REDH,165359,VYGR.1
BIRDS EYE FOODS INC,165360,0507B
GREEN BUILDERS INC,165361,GRBUQ
VERTIS INC,165371,0938B
ATS CORP,165394,ATSC
RITZ INTERACTIVE INC -REDH,165395,RTZI
GLYCOTEX INC -REDH,165396,GLTX
BLACKROCK WORLD INVESTMNT TR,165403,BWC.1
ASIAN MINERAL RESOURCES LTD,165407,AIERF
LEGACY BANCORP INC,165411,LEGC
CHEM RX CORP,165414,CHRXQ
INVESCO EXCH DWA UTILTS MMTM,165427,PUI
INVESCO DYNAMIC RETAIL ETF,165428,PMR
INVESCO DYNAMC OIL & GAS ETF,165429,PXJ
POWERSHARES LUX NANOTECH PT,165430,PXN
POWERSHARES DYNAMIC INSUR PT,165431,PIC
INVESCO DYNMC EG EX & PD ETF,165432,PXE
INVESCO DYNAMIC BD & CON ETF,165433,PKB
INVS AEROSPACE & DEFENSE ETF,165434,PPA
TORTOISE NORTH AMERN ENERGY,165435,TYN
CALAMOS GLOBAL TOTAL RETURN,165436,CGO
BLACKROCK ENHNCD GOVT FD INC,165437,EGF
EVERGREEN INT BALNCD INCM FD,165438,EBI
VOYA GLOBAL ADV AND PREM OPP,165439,IGA
DEBT RESOLVE INC,165442,DRSV
ANFIELD GOLD CORP,165451,ANCKF
HIGHBURY PROJECTS INC,165454,HPI.
INNOVENE INC -REDH,165457,INV.1
AMCOMP INC,165458,AMCP
SAIFUN SEMICONDUCTORS LTD,165462,SFUN.2
GOLDEN GATE PARTNERS INC,165463,GNGT
FORTUNET INC,165464,FNET
MAGYAR BANCORP INC,165465,MGYR
DCP MIDSTREAM LP,165466,DCP
AUEX VENTURES INC,165467,AUXVF
CEREPLAST INC,165468,CERPQ
BLACKWATER MIDSTREAM CORP,165471,BWMS
PGNX CAPITAL CORP,165486,PGN.H
SACRE-COEUR MINERALS LTD,165496,SCRMF
VERO ENERGY INC,165498,VREYF.1
MAJESTIC CAPITAL LTD,165501,MAJCQ
PETROLIFERA PETROLEUM LTD,165509,PDP.1
ORIGIN AGRITECH LTD,165510,SEED
BRONCO ENERGY LTD,165522,BCF.Z
ARCAN RESOURCES LTD,165523,ARNBF
VIMICRO INTL CORP -ADR,165534,VIMC
IMPACT SILVER CORP,165535,ISVLF
WALDRON ENERGY CORP,165550,TTYGF
VECIMA NETWORKS INC,165551,VNWTF
YANGARRA RESOURCES LTD,165554,YGRAF
ACTIONS SEMICNDCTR LTD -ADR,165555,ACTS
CHAPARRAL ENERGY INC,165556,CHAP
BIRKS GROUP INC,165557,BGI
VANADIAN ENERGY CORP,165561,URCFF
BIO-PATH HOLDINGS INC,165563,BPTH
SPDR S&P DIVIDEND ETF,165565,SDY
SPDR S&P CAPITAL MARKETS ETF,165566,KCE
SPDR S&P INSURANCE ETF,165567,KIE
SPDR S&P BANK ETF,165568,KBE
SPDR S&P 600 SMALL CAP ETF,165569,SLY
SPDR S&P 400 MID CAP GRW ETF,165570,MDYG
SPDR S&P 400 MID CAP VALUE,165571,MDYV
SPDR PORTFOLIO MID CAP ETF,165572,SPMD
SPDR PORTFOLIO LARGE CAP ETF,165574,SPLG
SYNENCO ENERGY INC,165575,SYN.Z
BLUE NOTE MINING INC,165577,BLNMF
BROMPTON SPLIT BANC CORP,165578,SBC.
ALTAGAS UTILITY GROUP INC,165589,AUI.Z
COPPER MESA MINING CORP,165601,CMMVF
NUVEEN S&P 500 DYN OVERWRITE,165606,SPXX
KAMINAK GOLD CORP,165609,KMKGF
CAROLINA NATIONAL CORP,165610,CNCP
SUMMIT STATE BANK,165630,SSBI
TEAL EXPLORATION & MINING,165636,TL.Z
UR ENERGY INC,165637,URG
GOLDEN VALLEY MINES LTD,165638,GLVMF
WIDERTHAN CO LTD -ADS,165639,WTHNY
COLEMAN CABLE INC,165640,CCIX
AEGEAN MARINE PETROLM NETWK,165642,ANWWQ
FIRST ASSET/BLKRCK NORTH AME,165646,BDA.Z
MEXIVADA MINING CORP,165648,MXVDF
ENERGY TRANSFER LP,165649,ET
SGX PHARMACEUTICALS INC,165650,SGXP
REPUBLIC PROPERTY TRUST,165651,RPB
WESTERN REFINING INC,165652,WNR
DELTA TUCKER HOLDINGS INC,165653,8550B
SYNTAX-BRILLIAN CORP,165656,BRLCQ
AVIZA TECHNOLOGY INC,165666,AVZAQ
MINCO SILVER CORP,165672,MISVF
OPEN RANGE ENERGY CORP,165674,ONRRF
VIACOM INC,165675,VIAB
COPA HOLDINGS SA,165678,CPA
SCOPUS VIDEO NETWORKS LTD,165679,SCOP
SUNTECH POWER HOLDINGS  -ADR,165680,STPFQ
BULLDOG RESOURCES INC,165685,BD.Z
WOODBROOK GRP HLD,165686,WDBG
INVESCO S&P 500 QUALITY ETF,165687,SPHQ
INVESCO WATER RESOURCES ETF,165688,PHO
POWERSHARES DYN TELE & WLS,165689,PTE.1
POWERSHARES DYN HDWR&CSM ELE,165690,PHW
CASTLE BRANDS INC,165691,ROX
DIGITAL MUSIC GROUP INC-OLD,165698,DMGI
REGENCY ENERGY PARTNERS LP,165699,RGP
SUSSER HOLDINGS CORP,165702,SUSS
ECOTALITY INC,165710,ECTYQ
MIRANDA TECHNOLOGIES INC,165712,MRTKF
PRIVATE BANK OF CALIFORNIA,165714,PBCA.
TURNKEY E&P INC,165716,TKYEF
CANADIAN SATELLITE RADIO-OLD,165719,XSR.1
TENNESSEE COMMERCE BANCORP,165723,TNCC
INVS CURRSHS EURO TR,165724,FXE
EVER-GLORY INTL GROUP INC,165728,EVK
VERASUN ENERGY CORP,165731,VSUNQ
CAPITALSOUTH BANCORP,165732,CAPB
CHALLENGER ENERGY CORP,165733,CHQGF
AVENTINE RENEWABLE ENERGY,165734,AVRW
PIXELPLUS CO LTD,165740,PXPLY
SOMAXON PHARMACEUTICALS INC,165742,SOMX
STAR BULK CARRIERS CORP,165743,SBLK
TRIPLE CROWN MEDIA INC,165744,TCMIQ
LPATH INC,165745,LPTN
LIVE NATION ENTERTAINMENT,165746,LYV
BRASCAN ADJ RATE TR I,165747,BAO.U
AURASOUND INC,165753,ARUZQ
HIGH PLAINS URANIUM INC,165764,HPU.1
RICHVIEW RESOURCES INC,165765,RVR.Z
FREESEAS INC,165768,FREEF
INVESCO FTSE RAFI US1000 ETF,165775,PRF
SPECTRA ENERGY INCOME FUND,165776,SP.Z
NUCRYST PHARMACEUTICALS CORP,165779,NCST
AMERICAN CARESOURCE HLDGS,165785,GNOW
CHINA GINSENG HOLDINGS INC,165786,CSNG
SAGE GOLD INC,165788,SGGDF
URANIUM ENERGY CORP,165798,UEC
GRYPHON GOLD CORP,165799,GYPHQ
SUNAMERICA FOCSD ALPHA LG-CP,165809,FGI
OPMEDIC GROUP INC,165814,OMG.
ENDEAVOR ACQUISITION CORP,165816,EDA.1
POLLARD BANKNOTE LTD,165827,PBKOF
ALCANNA INC,165829,LQSIF
AGFEED INDUSTRIES INC,165832,FEEDQ
IOMAI CORP,165843,IOMI
NIGHTHAWK RADIOLOGY HLDGS,165844,NHWK
NTELOS HOLDINGS CORP,165845,NTLS
CALUMET SPECIALTY PRODS  -LP,165846,CLMT
TANDEM HEALTH CARE INC -REDH,165847,TAND
EASTERN INSURANCE HLDGS INC,165854,EIHI
HEALTHSPRING INC,165855,HS.2
H&E EQUIPMENT SERVICES INC,165856,HEES
ALTUS PHARMACEUTICALS INC,165857,ALTUQ
TRISTAR OIL & GAS LTD,165864,TOG.Z
COMMAND CENTER INC,165868,CCNI
ENERGY QUEST INC,165869,EQST
ECOSPHERE TECHNOLOGIES INC,165876,ESPH
FUTUREMED HEALTHCARE PROD CP,165878,FMD.
GEOPETRO RESOURCES CO,165880,GEOR
EXOPACK HOLDING CORP,165909,0066A
PEREGRINE DIAMONDS LTD,165910,PGDIF
MAM SOFTWARE GROUP INC,165911,MAMS
THOMAS WEISEL PARTNERS GRP,165912,TWPG
EUROSEAS LTD,165913,ESEA
CHIPOTLE MEXICAN GRILL INC,165914,CMG
HELIOS MULTI-SECT HI INCM FD,165919,HMH
PERION NETWORK LTD,165923,PERI
MORGANS HOTEL GROUP CO,165924,MHGC
TERNIUM SA -ADR,165927,TX
ZVUE CORP,165933,ZVUE
TAXUS CARDIUM PHARMACEUTICLS,165934,CRXM
DEXTERA SURGICAL INC,165943,DXTRQ
CHORUS AVIATION INC,165948,CHRRF
SWAN HILLS ENERGY LTD,165950,SWE.U
SUNWORKS INC,165968,SUNW
FUSHI COPPERWELD INC,165979,FSIN
ACADIAN TIMBER CORP,165981,ACAZF
AMERICAN TELECOM SERVICES,165991,ATEL
FIDELITY NATIONAL INFO SVCS,165993,FIS
AMTRUST FINANCIAL SERVICES,166005,AFSI
INVS DB COMDTY IDX TRACKING,166009,DBC
SPDR S&P BIOTECH ETF,166015,XBI
SPDR S&P HOMEBUILDERS ETF,166016,XHB
